Antibody,Antigen,IC50,
PCT64-35K,JRCSF,0.17,
PCT64-35K,JRFL,>100,
PCT64-35K,KNH1144,>100,
PCT64-35K,MN_3,>100,
PCT64-35K,PVO_4,>100,
PCT64-35K,QH0692_42,>100,
PCT64-35K,REJO4541_67,>100,
PCT64-35K,RHPA4259_7,>100,
PCT64-35K,SC422_8,>100,
PCT64-35K,SF162,>100,
PCT64-35K,SS1196_1,>100,
PCT64-35K,TRJO4551_58,>100,
PCT64-35K,TRO_11,>100,
PCT64-35K,WITO4160_33,0.28,
PCT64-35K,YU2,>100,
PCT64-35K,ZM135_10A,>100,
PCT64-35K,ZM214_15,>100,
PCT64-35K,ZM249_1,>100,
PCT64-35M,0013095_2_11,>100,
PCT64-35M,001428_2_42,6.4,
PCT64-35M,0260_V5_C36,>100,
PCT64-35M,0330_V4_C3,0.045,
PCT64-35M,0815_V3_C3,>100,
PCT64-35M,1006_11_C3_1601,>100,
PCT64-35M,1012_11_TC21_3257,>100,
PCT64-35M,1054_07_TC4_1499,>100,
PCT64-35M,1056_10_TA11_1826,>100,
PCT64-35M,1394_C9G1,0.017,
PCT64-35M,191084_B7_19,1.1,
PCT64-35M,191955_A11,0.014,
PCT64-35M,211_9,>100,
PCT64-35M,231965_C1,>100,
PCT64-35M,235_47,0.014,
PCT64-35M,249M_B10,0.07,
PCT64-35M,263_8,>100,
PCT64-35M,3103_V3_C10,>100,
PCT64-35M,3301_V1_C24,>100,
PCT64-35M,3817_V2_C59,>100,
PCT64-35M,6041_V3_C23,>100,
PCT64-35M,620345_C1,0.016,
PCT64-35M,62357_14_D3_4589,>100,
PCT64-35M,6240_08_TA5_4622,>100,
PCT64-35M,6244_13_B5_4567,>100,
PCT64-35M,6480_V4_C25,>100,
PCT64-35M,6535_3,>100,
PCT64-35M,6540_V4_C1,0.49,
PCT64-35M,6545_V4_C1,0.85,
PCT64-35M,6811_V7_C18,>100,
PCT64-35M,6952_V1_C20,>100,
PCT64-35M,703010054_2A2,>100,
PCT64-35M,703010200_1E5,>100,
PCT64-35M,704809221_1B3,>100,
PCT64-35M,89_6,>100,
PCT64-35M,89_F1_2_25,>100,
PCT64-35M,928_28,>100,
PCT64-35M,92BR020,>100,
PCT64-35M,92RW020_2,>100,
PCT64-35M,92TH021,0.0031,
PCT64-35M,92TH021,0.021,
PCT64-35M,93IN905,57,
PCT64-35M,94UG103,0.64,
PCT64-35M,A07412M1_VRC12,>100,
PCT64-35M,AC10_29,>100,
PCT64-35M,ADA,>100,
PCT64-35M,BAL_01,>100,
PCT64-35M,BAL_01,>100,
PCT64-35M,BF1266_431A,>100,
PCT64-35M,BG505_W6M_C2,0.097,
PCT64-35M,BJOX009000_02_4,>100,
PCT64-35M,BJOX010000_06_2,>100,
PCT64-35M,BJOX015000_11_5,>100,
PCT64-35M,BJOX025000_01_1,>100,
PCT64-35M,BJOX028000_10_3,4.5,
PCT64-35M,C1080_C3,0.038,
PCT64-35M,C3347_C11,>100,
PCT64-35M,C4118_9,0.089,
PCT64-35M,CAAN5342,>100,
PCT64-35M,CAAN5342,>100,
PCT64-35M,CAP210_E8,8.4,
PCT64-35M,CAP210_E8,0.5,
PCT64-35M,CAP45_G3,0.099,
PCT64-35M,CAP45_G3,0.012,
PCT64-35M,CE1172_H1,83,
PCT64-35M,CE2060_G9,16,
PCT64-35M,CNE17,1.1,
PCT64-35M,CNE19,6.6,
PCT64-35M,CNE20,>100,
PCT64-35M,CNE21,0.046,
PCT64-35M,CNE30,>100,
PCT64-35M,CNE5,0.016,
PCT64-35M,CNE52,>100,
PCT64-35M,CNE53,>100,
PCT64-35M,CNE58,0.044,
PCT64-35M,CNE8,17,
PCT64-35M,DH12,>100,
PCT64-35M,DU156_12,0.3,
PCT64-35M,DU156_12,0.42,
PCT64-35M,DU172_17,>100,
PCT64-35M,DU422_1,>100,
PCT64-35M,DU422_1,2,
PCT64-35M,HXB2,>100,
PCT64-35M,HXB2,>100,
PCT64-35M,IAVI_C22,>100,
PCT64-35M,JRCSF,1.8,
PCT64-35M,JRCSF,7.1,
PCT64-35M,JRFL,>100,
PCT64-35M,KNH1144,80,
PCT64-35M,MN_3,>100,
PCT64-35M,MN_3,>100,
PCT64-35M,MS208_A1,0.39,
PCT64-35M,P0402_C2_11,>100,
PCT64-35M,P1981_C5_3,>100,
PCT64-35M,PVO_4,>100,
PCT64-35M,PVO_4,>100,
PCT64-35M,Q23_17,0.0084,
PCT64-35M,Q259_17,>100,
PCT64-35M,Q461_E2,>100,
PCT64-35M,Q769_D22,>100,
PCT64-35M,QH0692_42,>100,
PCT64-35M,QH0692_42,>100,
PCT64-35M,R1166_C1,>100,
PCT64-35M,R2184_C4,6.2,
PCT64-35M,R3265_C6,>100,
PCT64-35M,REJO4541_67,>100,
PCT64-35M,REJO4541_67,>100,
PCT64-35M,RHPA4259_7,>100,
PCT64-35M,RHPA4259_7,>100,
PCT64-35M,SC05_8C11_2344,>100,
PCT64-35M,SC422_8,>100,
PCT64-35M,SC422_8,>100,
PCT64-35M,SF162,>100,
PCT64-35M,SF162,>100,
PCT64-35M,SS1196_1,>100,
PCT64-35M,SS1196_1,>100,
PCT64-35M,T250_4,1.9,
PCT64-35M,T251_18,>100,
PCT64-35M,T255_34,>100,
PCT64-35M,T257_31,>100,
PCT64-35M,T278_50,>100,
PCT64-35M,TRJO4551_58,>100,
PCT64-35M,TRO_11,>100,
PCT64-35M,TRO_11,>100,
PCT64-35M,WEAU_D15_410,>100,
PCT64-35M,WITO4160_33,44,
PCT64-35M,WITO4160_33,0.0065,
PCT64-35M,X1193_C1,24,
PCT64-35M,X1254_C3,>100,
PCT64-35M,X1632_S2_B10,9.9,
PCT64-35M,X2088_C9,>100,
PCT64-35M,X2131_C1_B5,>100,
PCT64-35M,YU2,>100,
PCT64-35M,ZM109_4,>100,
PCT64-35M,ZM135_10A,>100,
PCT64-35M,ZM135_10A,>100,
PCT64-35M,ZM197_7,1.1,
PCT64-35M,ZM214_15,>100,
PCT64-35M,ZM214_15,>100,
PCT64-35M,ZM233_6,0.022,
PCT64-35M,ZM246F,>100,
PCT64-35M,ZM247_V1,0.28,
PCT64-35M,ZM249_1,0.25,
PCT64-35M,ZM249_1,0.24,
PCT64-35M,ZM53_12,>100,
PCT64-35N,6535_3,>100,
PCT64-35N,89_6,>100,
PCT64-35N,92BR020,>100,
PCT64-35N,92RW020_2,>100,
PCT64-35N,92TH021,0.092,
PCT64-35N,93IN905,>100,
PCT64-35N,94UG103,28,
PCT64-35N,ADA,>100,
PCT64-35N,BAL_01,>100,
PCT64-35N,BG505_W6M_C2,1.3,
PCT64-35N,CAAN5342,>100,
PCT64-35N,CAP210_E8,>100,
PCT64-35N,CAP45_G3,0.044,
PCT64-35N,DH12,>100,
PCT64-35N,DU156_12,>100,
PCT64-35N,DU172_17,>100,
PCT64-35N,DU422_1,>100,
PCT64-35N,HXB2,>100,
PCT64-35N,IAVI_C22,>100,
PCT64-35N,JRCSF,0.35,
PCT64-35N,JRFL,>100,
PCT64-35N,KNH1144,>100,
PCT64-35N,MN_3,>100,
PCT64-35N,PVO_4,>100,
PCT64-35N,QH0692_42,>100,
PCT64-35N,REJO4541_67,>100,
PCT64-35N,RHPA4259_7,>100,
PCT64-35N,SC422_8,>100,
PCT64-35N,SF162,>100,
PCT64-35N,SS1196_1,>100,
PCT64-35N,TRJO4551_58,>100,
PCT64-35N,TRO_11,>100,
PCT64-35N,WITO4160_33,5.1,
PCT64-35N,YU2,>100,
PCT64-35N,ZM135_10A,>100,
PCT64-35N,ZM214_15,>100,
PCT64-35N,ZM249_1,>100,
PCT64-35O,0013095_2_11,>100,
PCT64-35O,001428_2_42,>100,
PCT64-35O,0260_V5_C36,>100,
PCT64-35O,0330_V4_C3,0.034,
PCT64-35O,0815_V3_C3,>100,
PCT64-35O,1006_11_C3_1601,>100,
PCT64-35O,1012_11_TC21_3257,6.1,
PCT64-35O,1054_07_TC4_1499,>100,
PCT64-35O,1056_10_TA11_1826,>100,
PCT64-35O,1394_C9G1,4.6,
PCT64-35O,191084_B7_19,18,
PCT64-35O,191955_A11,0.097,
PCT64-35O,211_9,>100,
PCT64-35O,231965_C1,>100,
PCT64-35O,235_47,0.044,
PCT64-35O,249M_B10,>100,
PCT64-35O,263_8,>100,
PCT64-35O,3103_V3_C10,>100,
PCT64-35O,3301_V1_C24,>100,
PCT64-35O,3817_V2_C59,>100,
PCT64-35O,6041_V3_C23,>100,
PCT64-35O,620345_C1,12,
